vdd	vair_f	air_adc	AirDirectADC	AirDirectVolt
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.75	0.96	972	0	0.00
4.73	0.95	972	0	0.00
4.73	0.95	972	0	0.00
4.73	0.95	972	0	0.00
4.73	0.95	972	0	0.00
4.73	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	4	0.02
4.71	0.95	971	10	0.05
4.71	0.95	971	15	0.07
4.71	0.95	971	22	0.10
4.71	0.95	971	40	0.18
4.71	0.95	971	55	0.25
4.71	0.95	971	85	0.39
4.71	0.95	971	95	0.44
4.71	0.95	971	115	0.53
4.71	0.95	971	120	0.55
4.71	0.95	971	135	0.62
4.71	0.95	971	148	0.68
4.71	0.95	971	182	0.84
4.71	0.95	971	196	0.90
4.71	0.95	971	200	0.92
4.71	0.95	970	219	1.01
4.71	0.95	969	231	1.06
4.71	0.95	968	244	1.12
4.71	0.95	967	249	1.15
4.71	0.95	964	267	1.23
4.71	0.95	964	268	1.23
4.71	0.95	962	277	1.28
4.71	0.95	962	279	1.28
4.71	0.95	961	287	1.32
4.71	0.95	959	291	1.34
4.71	0.95	956	299	1.38
4.71	0.95	943	332	1.53
4.71	0.95	937	338	1.56
4.71	0.95	928	346	1.59
4.71	0.95	927	348	1.60
4.71	0.95	910	366	1.68
4.71	0.95	898	375	1.73
4.71	0.95	866	395	1.82
4.71	0.95	846	404	1.86
4.71	0.95	809	417	1.92
4.71	0.95	796	426	1.96
4.71	1.02	751	443	2.04
4.71	1.05	742	446	2.05
4.71	1.11	721	454	2.09
4.71	1.21	691	466	2.15
4.71	1.24	681	469	2.16
4.71	1.20	693	464	2.14
4.71	1.19	696	465	2.14
4.71	1.19	696	460	2.12
4.71	1.19	696	464	2.14
4.71	1.19	696	464	2.14
4.71	1.19	697	465	2.14
4.71	1.19	696	465	2.14
4.71	1.20	693	465	2.14
4.71	1.22	686	469	2.16
4.71	1.49	599	504	2.32
4.71	1.78	503	541	2.49
4.71	1.82	493	544	2.50
4.71	1.82	491	546	2.51
4.71	2.04	421	572	2.63
4.73	2.06	417	571	2.64
4.71	2.25	352	601	2.77
4.71	2.37	315	616	2.84
4.73	2.52	268	636	2.94
4.73	2.64	233	652	3.01
4.73	2.70	214	662	3.06
4.71	2.75	197	664	3.06
4.71	3.01	119	706	3.25
4.73	3.04	114	709	3.28
4.73	3.16	82	728	3.36
4.71	3.23	60	737	3.39
4.73	3.35	35	761	3.52
4.73	3.49	7	793	3.66
4.73	3.52	1	811	3.75
4.71	3.51	0	853	3.93
4.73	3.52	0	860	3.97
4.73	3.52	0	909	4.20
4.71	3.51	0	994	4.58
4.71	3.51	0	1022	4.71
4.71	3.51	0	1014	4.67
4.71	3.51	0	1021	4.70
4.73	3.52	0	1023	4.73
4.73	3.52	0	1020	4.71
4.73	3.52	0	1019	4.71
4.71	3.51	0	1018	4.69
4.71	3.51	0	1019	4.69
4.73	3.52	0	1023	4.73
4.73	3.52	0	1023	4.73
4.71	3.51	0	1020	4.70
4.73	3.52	0	887	4.10
4.73	3.52	0	875	4.04
4.73	3.52	0	868	4.01
4.73	3.52	0	873	4.03
4.73	3.52	0	869	4.02
4.71	3.51	0	862	3.97
4.73	3.52	0	864	3.99
4.73	3.52	0	834	3.85
4.73	3.52	0	816	3.77
4.73	3.51	2	804	3.72
4.73	3.51	3	799	3.69
4.73	3.50	4	796	3.68
4.71	3.40	22	769	3.54
4.73	3.33	40	752	3.48
4.71	3.02	116	702	3.23
4.73	2.95	142	689	3.18
4.73	2.87	164	683	3.16
4.71	2.67	220	656	3.02
4.71	2.10	399	577	2.66
4.71	2.04	421	576	2.65
4.71	1.97	442	559	2.57
4.71	1.97	443	563	2.59
4.71	1.95	448	562	2.59
4.71	1.88	473	552	2.54
4.71	1.76	511	537	2.47
4.71	1.39	631	487	2.24
4.71	1.30	659	478	2.20
4.71	1.17	701	462	2.13
4.71	1.13	716	456	2.10
4.71	0.96	770	433	1.99
4.71	0.95	786	431	1.98
4.71	0.95	820	416	1.92
4.71	0.95	822	415	1.91
4.71	1.02	752	443	2.04
4.71	1.02	751	444	2.04
4.71	1.02	752	442	2.03
4.71	1.02	751	440	2.03
4.71	1.02	750	444	2.04
4.71	1.03	749	445	2.05
4.71	1.02	750	446	2.05
4.71	1.02	751	445	2.05
4.71	1.02	752	443	2.04
4.71	0.99	760	437	2.01
4.71	0.95	867	393	1.81
4.71	0.95	937	337	1.55
4.71	0.95	941	328	1.51
4.71	0.95	954	305	1.40
4.71	0.95	960	290	1.34
4.71	0.95	960	284	1.31
4.71	0.95	969	231	1.06
4.71	0.95	971	191	0.88
4.71	0.95	971	151	0.70
4.71	0.95	971	112	0.52
4.71	0.95	971	66	0.30
4.71	0.95	971	64	0.29
4.71	0.95	971	45	0.21
4.71	0.95	971	38	0.17
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	2	0.01
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	14	0.06
4.71	0.95	971	31	0.14
4.71	0.95	971	40	0.18
4.71	0.95	971	60	0.28
4.71	0.95	971	59	0.27
4.71	0.95	971	82	0.38
4.71	0.95	972	95	0.44
4.71	0.95	971	109	0.50
4.71	0.95	971	121	0.56
4.71	0.95	971	143	0.66
4.71	0.95	971	149	0.69
4.71	0.95	971	169	0.78
4.71	0.95	971	200	0.92
4.71	0.95	971	214	0.99
4.71	0.95	968	240	1.10
4.71	0.95	967	252	1.16
4.71	0.95	952	307	1.41
4.71	0.95	942	329	1.51
4.71	0.95	919	357	1.64
4.71	0.95	919	358	1.65
4.71	0.95	931	344	1.58
4.71	0.95	931	344	1.58
4.71	0.95	931	344	1.58
4.71	0.95	931	342	1.57
4.71	0.95	931	341	1.57
4.71	0.95	931	344	1.58
4.71	0.95	931	344	1.58
4.71	0.95	932	344	1.58
4.71	0.95	932	344	1.58
4.71	0.95	933	338	1.56
4.71	0.95	933	342	1.57
4.71	0.95	933	341	1.57
4.71	0.95	932	342	1.57
4.71	0.95	932	344	1.58
4.71	0.95	932	345	1.59
4.71	0.95	932	345	1.59
4.71	0.95	927	351	1.62
4.71	0.95	870	395	1.82
4.71	0.95	835	408	1.88
4.71	0.95	835	409	1.88
4.71	0.95	783	430	1.98
4.71	0.97	768	436	2.01
4.71	1.23	683	469	2.16
4.71	1.32	653	481	2.21
4.71	1.64	550	522	2.40
4.71	1.70	530	531	2.44
4.71	1.79	502	542	2.50
4.71	1.95	448	560	2.58
4.71	2.02	425	574	2.64
4.73	2.07	415	573	2.65
4.71	2.17	378	589	2.71
4.71	2.34	324	613	2.82
4.73	2.47	287	629	2.91
4.71	2.70	212	662	3.05
4.73	2.76	197	668	3.09
4.73	3.04	114	706	3.26
4.71	3.08	100	717	3.30
4.73	3.23	63	742	3.43
4.73	3.43	19	769	3.55
4.73	3.52	0	837	3.87
4.73	3.52	0	851	3.93
4.73	3.52	0	857	3.96
4.73	3.52	0	936	4.33
4.73	3.52	0	1007	4.65
4.73	3.52	0	1023	4.73
4.73	3.52	0	1021	4.72
4.71	3.51	0	1021	4.70
4.73	3.52	0	1023	4.73
4.71	3.51	0	1022	4.71
4.73	3.52	0	1022	4.72
4.73	3.52	0	1023	4.73
4.73	3.52	0	1018	4.70
4.71	3.51	0	1023	4.71
4.73	3.52	0	1022	4.72
4.73	3.52	0	1023	4.73
4.71	3.51	0	1020	4.70
4.73	3.52	0	1022	4.72
4.71	3.51	0	1004	4.62
4.73	3.52	0	998	4.61
4.71	3.51	0	999	4.60
4.73	3.52	0	997	4.61
4.73	3.52	0	825	3.81
4.73	3.52	0	821	3.79
4.71	3.46	9	789	3.63
4.73	3.43	18	771	3.56
4.71	3.25	55	741	3.41
4.71	3.15	81	726	3.34
4.71	3.06	104	712	3.28
4.73	2.86	167	677	3.13
4.71	2.75	196	664	3.06
4.73	2.38	315	614	2.84
4.71	2.06	412	574	2.64
4.71	1.35	644	481	2.21
4.71	1.29	665	476	2.19
4.71	1.02	752	439	2.02
4.71	0.96	772	436	2.01
4.71	0.95	824	412	1.90
4.71	0.95	835	404	1.86
4.71	0.95	874	393	1.81
4.71	0.95	892	380	1.75
4.71	0.95	910	366	1.68
4.71	0.95	938	334	1.54
4.71	0.95	930	347	1.60
4.71	0.95	918	360	1.66
4.71	0.95	917	360	1.66
4.71	0.95	917	361	1.66
4.71	0.95	917	362	1.67
4.71	0.95	929	343	1.58
4.71	0.95	942	326	1.50
4.71	0.95	959	289	1.33
4.71	0.95	957	298	1.37
4.71	0.95	971	174	0.80
4.71	0.95	971	83	0.38
4.71	0.95	971	83	0.38
4.71	0.95	971	81	0.37
4.71	0.95	971	84	0.39
4.71	0.95	971	82	0.38
4.71	0.95	971	82	0.38
4.71	0.95	971	85	0.39
4.71	0.95	971	74	0.34
4.71	0.95	972	77	0.35
4.71	0.95	971	120	0.55
4.71	0.95	971	217	1.00
4.71	0.95	924	355	1.63
4.71	0.95	882	387	1.78
4.71	0.99	762	441	2.03
4.71	1.11	722	451	2.08
4.71	1.20	692	464	2.14
4.71	1.54	582	509	2.34
4.71	1.59	566	513	2.36
4.71	1.59	567	517	2.38
4.71	1.62	555	522	2.40
4.71	1.61	559	519	2.39
4.71	1.61	559	516	2.38
4.71	1.59	565	515	2.37
4.71	1.52	590	506	2.33
4.71	0.95	876	388	1.79
4.71	0.95	877	391	1.80
4.71	0.95	876	390	1.80
4.71	0.95	876	387	1.78
4.71	0.95	889	381	1.75
4.71	0.95	890	381	1.75
4.71	0.95	912	365	1.68
4.71	0.95	913	361	1.66
4.71	0.95	939	332	1.53
4.71	0.95	940	334	1.54
4.71	0.95	939	331	1.52
4.71	0.95	953	309	1.42
4.71	0.95	954	308	1.42
4.71	0.95	957	294	1.35
4.71	0.95	959	290	1.34
4.71	0.95	967	248	1.14
4.71	0.95	968	239	1.10
4.71	0.95	971	169	0.78
4.71	0.95	972	97	0.45
4.71	0.95	971	48	0.22
4.71	0.95	971	18	0.08
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	972	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.71	0.95	971	0	0.00
4.70	0.95	971	0	0.00
4.70	0.95	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	1	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	1	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	166	0.76
4.70	0.95	971	171	0.78
4.68	0.94	971	176	0.80
4.68	0.94	971	184	0.84
4.68	0.94	970	221	1.01
4.68	0.94	968	235	1.07
4.68	0.94	967	246	1.12
4.68	0.94	966	256	1.17
4.70	0.95	962	274	1.26
4.68	0.94	959	287	1.31
4.68	0.94	954	303	1.38
4.68	0.94	952	308	1.41
4.70	0.95	942	325	1.49
4.68	0.94	940	328	1.50
4.68	0.94	934	336	1.54
4.68	0.94	930	343	1.57
4.68	0.94	920	353	1.61
4.68	0.94	910	366	1.67
4.70	0.95	892	377	1.73
4.68	0.94	895	376	1.72
4.68	0.94	896	374	1.71
4.70	0.95	897	375	1.72
4.68	0.94	897	374	1.71
4.68	0.94	894	376	1.72
4.68	0.94	896	373	1.70
4.68	0.94	900	368	1.68
4.70	0.95	899	375	1.72
4.68	0.94	900	374	1.71
4.68	0.94	851	400	1.83
4.70	1.09	723	451	2.07
4.68	1.09	719	454	2.07
4.70	1.23	680	465	2.13
4.70	1.31	652	480	2.20
4.70	1.58	566	510	2.34
4.68	1.62	549	521	2.38
4.68	1.68	529	527	2.41
4.70	1.90	462	555	2.55
4.70	1.93	452	560	2.57
4.70	2.29	336	606	2.78
4.70	2.31	329	607	2.78
4.70	2.40	299	620	2.84
4.70	2.47	277	632	2.90
4.70	2.59	240	644	2.95
4.70	2.76	189	669	3.07
4.70	2.81	173	677	3.11
4.70	3.09	94	717	3.29
4.70	3.09	92	720	3.30
4.70	3.30	40	755	3.46
4.70	3.38	24	770	3.53
4.70	3.49	0	828	3.80
4.70	3.49	0	874	4.01
4.70	3.49	0	898	4.12
4.70	3.49	0	1004	4.60
4.70	3.49	0	1013	4.65
4.70	3.49	0	1022	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	988	4.53
4.70	3.49	0	962	4.41
4.70	3.49	0	962	4.41
4.70	3.49	0	946	4.34
4.70	3.49	0	944	4.33
4.70	3.49	0	940	4.31
4.70	3.49	0	859	3.94
4.70	3.49	0	849	3.89
4.70	3.49	0	843	3.87
4.70	3.49	0	822	3.77
4.70	3.49	0	811	3.72
4.70	3.46	8	785	3.60
4.70	3.46	8	785	3.60
4.70	3.42	16	777	3.56
4.70	3.41	18	773	3.55
4.70	3.39	21	768	3.52
4.70	3.30	40	748	3.43
4.70	3.30	41	754	3.46
4.70	3.26	50	744	3.41
4.70	3.25	52	745	3.42
4.70	2.92	142	693	3.18
4.70	2.89	150	687	3.15
4.70	2.87	158	683	3.13
4.70	2.87	158	682	3.13
4.70	2.86	161	681	3.12
4.70	2.79	180	674	3.09
4.70	2.75	192	667	3.06
4.70	2.48	274	631	2.89
4.70	2.48	275	631	2.89
4.70	2.44	288	627	2.88
4.70	2.44	288	624	2.86
4.70	2.37	309	613	2.81
4.70	2.37	310	616	2.83
4.70	2.01	426	567	2.60
4.70	2.01	427	571	2.62
4.70	1.97	440	563	2.58
4.70	1.97	439	563	2.58
4.70	1.96	442	562	2.58
4.70	1.87	471	548	2.51
4.70	1.80	495	537	2.46
4.68	1.69	524	526	2.40
4.70	1.64	547	521	2.39
4.70	1.53	582	509	2.33
4.68	1.41	616	494	2.26
4.70	1.25	674	471	2.16
4.68	1.08	723	451	2.06
4.70	0.95	812	415	1.90
4.68	0.94	843	403	1.84
4.68	0.94	850	397	1.81
4.68	0.94	849	402	1.84
4.68	0.94	851	400	1.83
4.68	0.94	849	397	1.81
4.70	0.95	848	399	1.83
4.68	0.94	847	402	1.84
4.68	0.94	848	399	1.82
4.70	0.95	847	402	1.84
4.68	0.94	847	402	1.84
4.68	0.94	847	400	1.83
4.70	0.95	847	400	1.83
4.68	0.94	848	401	1.83
4.68	0.94	848	402	1.84
4.68	0.94	847	402	1.84
4.68	0.94	848	400	1.83
4.70	0.95	847	401	1.84
4.70	0.95	848	403	1.85
4.68	0.94	851	398	1.82
4.68	0.94	929	346	1.58
4.70	0.95	929	345	1.58
4.68	0.94	936	340	1.55
4.68	0.94	938	332	1.52
4.68	0.94	959	286	1.31
4.68	0.94	961	283	1.29
4.68	0.94	961	280	1.28
4.68	0.94	962	274	1.25
4.68	0.94	962	275	1.26
4.68	0.94	963	270	1.23
4.68	0.94	966	251	1.15
4.70	0.95	968	240	1.10
4.68	0.94	970	223	1.02
4.68	0.94	971	183	0.84
4.68	0.94	971	179	0.82
4.68	0.94	971	159	0.73
4.68	0.94	971	136	0.62
4.68	0.94	971	126	0.58
4.70	0.95	971	102	0.47
4.68	0.94	971	19	0.09
4.70	0.95	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.68	0.94	971	0	0.00
4.70	0.95	971	0	0.00
4.68	0.94	971	41	0.19
4.68	0.94	971	60	0.27
4.68	0.94	971	86	0.39
4.68	0.94	971	121	0.55
4.68	0.94	971	152	0.69
4.68	0.94	971	161	0.74
4.68	0.94	969	228	1.04
4.68	0.94	969	226	1.03
4.68	0.94	968	236	1.08
4.68	0.94	967	250	1.14
4.68	0.94	964	267	1.22
4.68	0.94	933	337	1.54
4.68	0.94	932	341	1.56
4.68	0.94	859	396	1.81
4.68	0.94	818	412	1.88
4.70	1.17	699	464	2.13
4.70	1.46	603	500	2.29
4.70	1.75	509	533	2.44
4.70	1.75	509	535	2.45
4.70	1.71	523	531	2.44
4.70	1.20	689	464	2.13
4.68	1.14	703	458	2.09
4.70	0.95	850	402	1.84
4.68	0.94	852	400	1.83
4.68	0.94	853	400	1.83
4.70	0.95	851	401	1.84
4.68	0.94	853	399	1.82
4.70	0.95	852	397	1.82
4.70	0.95	851	400	1.83
4.68	0.94	849	401	1.83
4.68	0.94	848	401	1.83
4.68	0.94	848	400	1.83
4.68	0.94	846	400	1.83
4.70	0.95	846	403	1.85
4.68	0.94	846	402	1.84
4.70	1.07	731	451	2.07
4.70	1.51	587	506	2.32
4.70	1.94	448	559	2.56
4.70	2.27	342	604	2.77
4.70	3.02	112	712	3.27
4.70	3.30	40	754	3.46
4.70	3.49	0	859	3.94
4.70	3.49	0	896	4.11
4.70	3.49	0	1023	4.69
4.70	3.49	0	1021	4.68
4.70	3.49	0	1022	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1019	4.67
4.70	3.49	0	1022	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1021	4.68
4.70	3.49	0	1021	4.68
4.70	3.49	0	1022	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1021	4.68
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1021	4.68
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1021	4.68
4.70	3.49	0	1022	4.69
4.70	3.49	0	1022	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1019	4.67
4.70	3.49	0	1023	4.69
4.70	3.49	0	1023	4.69
4.70	3.49	0	1020	4.68
4.68	3.48	0	1022	4.67
4.68	3.48	0	1018	4.65
4.68	3.48	0	1023	4.67
4.68	3.48	0	1022	4.67
4.68	3.48	0	1023	4.67
4.66	3.47	0	1020	4.64
4.66	3.47	0	1021	4.65
4.66	3.47	0	1017	4.63
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1022	4.65
4.66	3.47	0	1020	4.64
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1020	4.64
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1020	4.64
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1019	4.64
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1019	4.64
4.66	3.47	0	1018	4.63
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1008	4.59
4.66	3.47	0	890	4.05
4.66	3.47	0	885	4.03
4.66	3.47	0	875	3.98
4.66	3.47	0	865	3.94
4.66	3.47	0	849	3.86
4.66	3.47	0	813	3.70
4.66	3.45	3	796	3.62
4.66	3.45	3	795	3.62
4.68	3.47	3	796	3.64
4.66	3.43	8	780	3.55
4.66	3.40	15	772	3.51
4.66	3.35	24	764	3.48
4.66	3.01	109	705	3.21
4.66	3.01	110	707	3.22
4.66	2.97	120	699	3.18
4.66	2.95	126	700	3.19
4.66	2.80	171	676	3.08
4.66	2.41	288	622	2.83
4.66	2.37	309	616	2.80
4.66	2.31	321	611	2.78
4.66	2.31	321	611	2.78
4.66	2.26	336	603	2.75
4.66	2.22	349	598	2.72
4.66	2.12	381	584	2.66
4.66	2.06	400	576	2.62
4.66	1.98	427	570	2.59
4.66	1.88	460	555	2.53
4.66	1.40	617	489	2.23
4.66	1.40	617	492	2.24
4.66	1.29	650	479	2.18
4.66	1.18	686	465	2.12
4.66	1.17	691	463	2.11
4.66	1.17	691	462	2.10
4.66	1.17	690	464	2.11
4.66	1.17	689	463	2.11
4.66	1.18	688	463	2.11
4.66	1.18	686	461	2.10
4.66	1.18	686	465	2.12
4.66	1.18	687	463	2.11
4.66	1.18	686	462	2.10
4.66	1.18	686	459	2.09
4.66	1.18	686	464	2.11
4.66	1.18	686	468	2.13
4.66	1.05	728	443	2.02
4.66	0.94	905	364	1.66
4.66	0.94	905	366	1.67
4.66	0.94	906	367	1.67
4.66	0.94	949	313	1.42
4.66	0.94	949	310	1.41
4.66	0.94	959	283	1.29
4.66	0.94	960	280	1.27
4.66	0.94	968	231	1.05
4.66	0.94	970	219	1.00
4.64	0.94	970	214	0.97
4.66	0.94	970	216	0.98
4.66	0.94	971	167	0.76
4.66	0.94	971	169	0.77
4.66	0.94	971	130	0.59
4.66	0.94	971	128	0.58
4.66	0.94	971	62	0.28
4.66	0.94	971	43	0.20
4.66	0.94	971	42	0.19
4.66	0.94	971	21	0.10
4.64	0.94	971	0	0.00
4.66	0.94	971	0	0.00
4.66	0.94	971	0	0.00
4.64	0.94	971	0	0.00
4.66	0.94	971	0	0.00
4.66	0.94	971	0	0.00
4.66	0.94	971	0	0.00
4.64	0.94	971	0	0.00
4.66	0.94	971	39	0.18
4.66	0.94	971	101	0.46
4.66	0.94	971	113	0.51
4.66	0.94	971	187	0.85
4.66	0.94	969	232	1.06
4.66	0.94	947	320	1.46
4.66	0.94	899	373	1.70
4.66	0.94	844	401	1.83
4.66	0.94	844	401	1.83
4.66	0.94	775	429	1.95
4.66	1.17	692	463	2.11
4.66	1.45	601	499	2.27
4.66	1.61	547	521	2.37
4.66	1.62	545	519	2.36
4.66	1.62	545	520	2.37
4.66	1.61	546	519	2.36
4.66	1.61	546	522	2.38
4.66	1.61	549	518	2.36
4.66	1.60	552	518	2.36
4.66	1.60	552	517	2.35
4.66	1.61	548	520	2.37
4.66	1.61	548	517	2.35
4.68	2.13	384	584	2.67
4.66	2.12	382	584	2.66
4.66	2.29	327	609	2.77
4.66	2.29	326	608	2.77
4.66	2.47	270	631	2.87
4.66	2.75	184	667	3.04
4.66	2.88	146	688	3.13
4.66	3.17	66	732	3.33
4.66	3.19	60	737	3.36
4.66	3.47	0	828	3.77
4.66	3.47	0	908	4.13
4.66	3.47	0	1023	4.66
4.66	3.47	0	1020	4.64
4.66	3.47	0	1021	4.65
4.66	3.47	0	1020	4.64
4.68	3.48	0	1019	4.66
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1021	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1019	4.64
4.66	3.47	0	1021	4.65
4.66	3.47	0	1018	4.63
4.66	3.47	0	1019	4.64
4.66	3.47	0	1022	4.65
4.66	3.47	0	1022	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1019	4.64
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1020	4.64
4.66	3.47	0	1021	4.65
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
4.66	3.47	0	1023	4.66
